creature_name,body_type,color,activity,mood,quirk,full_prompt
"Bella042","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Bella042, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Bella042","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Bella042, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Belle","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Belle, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Belle","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Belle, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Belle","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Belle, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Bibi","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Bibi, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Bibi","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Bibi, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Bibi","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Bibi, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Birch","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Birch, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Birch","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Birch, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Birch","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Birch, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Birch741","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Birch741, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Birch741","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Birch741, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Birch741","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Birch741, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Blu","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Blu, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
